0,0.0017213988,-0.0055717267,0.0090145245,64.98,64.98,64.98
1,0.000346246,5.8354985e-05,0.000634137,100.16,100.16,100.16
2,0.09229335,0.0071072653,0.17747945,132.97,132.97,132.97
3,0.13508902,-0.010464206,0.28064227,126.51,126.51,126.51
4,0.18659018,0.024442226,0.34873813,122.23,122.23,122.23
5,0.16860576,0.0077732354,0.32943827,202.94,202.94,202.94
6,0.18286672,0.042193696,0.32353973,108.4,108.4,108.4
7,0.20192696,0.069191486,0.33466244,106.83,106.83,106.83
8,0.2521483,0.07354522,0.43075138,126.92,126.92,126.92
9,0.2957,0.0991347,0.49226534,137.86,137.86,137.86
10,0.40682015,0.15802015,0.65562016,163.01,163.01,163.01
11,0.58922046,0.30148524,0.8769557,206.72,206.72,206.72
12,0.6862261,0.33453932,1.037913,196.69,196.69,196.69
13,0.80751,0.36510718,1.2499129,198.02,198.02,198.02
14,0.90036666,0.5116129,1.2891204,205.55,205.55,205.55
15,0.9303865,0.48684794,1.373925,207.01,207.01,207.01
16,1.1727637,0.75054675,1.5949807,243.83,243.83,243.83
17,1.0992621,0.60336,1.5951643,221.39,221.39,221.39
18,1.088924,0.6869288,1.4909194,211.26,211.26,211.26
19,1.4107149,0.97295606,1.8484737,248.03,248.03,248.03
20,1.4035065,0.91753954,1.8894734,241.98,241.98,241.98
21,1.2236713,0.7393857,1.7079569,210.8,210.8,210.8
22,1.0987234,0.6319026,1.5655442,186.94,186.94,186.94
23,1.1787593,0.63928676,1.7182319,187.81,187.81,187.81
24,1.0958525,0.654968,1.536737,177.04,177.04,177.04
25,1.5608962,0.97911894,2.1426735,228.28,228.28,228.28
26,1.4615065,0.92568886,1.9973241,219.63,219.63,219.63
27,1.6708504,1.0685536,2.273147,238.0,238.0,238.0
28,1.7379651,1.1789078,2.2970223,238.56,238.56,238.56
29,1.7001812,1.120394,2.2799685,236.26,236.26,236.26
30,1.4227571,0.7566556,2.0888586,197.79,197.79,197.79
31,1.5634369,0.9468291,2.1800447,214.37,214.37,214.37
32,1.1741891,0.56485945,1.7835188,168.14,168.14,168.14
33,1.3951207,0.62445414,2.1657872,190.28,190.28,190.28
34,1.6438671,0.94014454,2.3475897,216.64,216.64,216.64
35,1.8372499,1.1382499,2.5362499,235.64,235.64,235.64
36,1.627989,0.9374017,2.3185763,213.27,213.27,213.27
37,1.9456456,1.4189568,2.4723344,255.51,255.51,255.51
38,1.5807974,0.8733995,2.2881954,216.92,216.92,216.92
39,1.9171427,1.2877545,2.546531,244.45,244.45,244.45
40,2.0882092,1.6146489,2.5617695,265.29,265.29,265.29
41,1.5466478,0.910704,2.1825914,202.46,202.46,202.46
42,2.093106,1.5703192,2.615893,261.81,261.81,261.81
43,2.1482208,1.5513526,2.745089,259.64,259.64,259.64
44,1.5524173,0.7296808,2.3751538,203.24,203.24,203.24
45,1.9340972,1.22942,2.6387744,237.72,237.72,237.72
46,1.7946385,1.1152349,2.4740422,226.25,226.25,226.25
47,1.9119394,1.239738,2.5841408,240.46,240.46,240.46
48,1.7367601,1.0527539,2.4207664,220.15,220.15,220.15
49,1.495939,0.79161376,2.2002642,194.32,194.32,194.32
50,1.8191262,1.1397715,2.498481,227.2,227.2,227.2
